url,domain,path,category,include_in_mvp,discovered_from,discovered_at
https://monzo.com/blog/2017/12/01/top-ups-are-back,monzo.com,/blog/2017/12/01/top-ups-are-back,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/12/08/monzo-mixtape-two,monzo.com,/blog/2017/12/08/monzo-mixtape-two,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/12/12/meet-jordan,monzo.com,/blog/2017/12/12/meet-jordan,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2017/12/18/using-monzo-over-christmas,monzo.com,/blog/2017/12/18/using-monzo-over-christmas,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/01/10/golden-tickets-are-back,monzo.com,/blog/2018/01/10/golden-tickets-are-back,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/01/18/future-of-prepaid,monzo.com,/blog/2018/01/18/future-of-prepaid,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/01/25/bank-statements,monzo.com,/blog/2018/01/25/bank-statements,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/01/26/upgrade-credit-score,monzo.com,/blog/2018/01/26/upgrade-credit-score,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/02/02/user-research,monzo.com,/blog/2018/02/02/user-research,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/02/07/upgrade-overdrafts,monzo.com,/blog/2018/02/07/upgrade-overdrafts,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/02/12/monzo-me,monzo.com,/blog/2018/02/12/monzo-me,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/02/14/android-pulse,monzo.com,/blog/2018/02/14/android-pulse,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/02/15/android-crowdsourcing-merchant-data,monzo.com,/blog/2018/02/15/android-crowdsourcing-merchant-data,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/02/19/third-birthday,monzo.com,/blog/2018/02/19/third-birthday,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/02/28/march-update,monzo.com,/blog/2018/02/28/march-update,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/03/02/app-development,monzo.com,/blog/2018/03/02/app-development,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/03/07/coin-jar,monzo.com,/blog/2018/03/07/coin-jar,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/03/19/500k-customers,monzo.com,/blog/2018/03/19/500k-customers,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/03/20/terms-and-conditions-monzo,monzo.com,/blog/2018/03/20/terms-and-conditions-monzo,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/04/03/switch-to-monzo-current-account-switch-service,monzo.com,/blog/2018/04/03/switch-to-monzo-current-account-switch-service,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/04/05/april-update,monzo.com,/blog/2018/04/05/april-update,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/04/05/how-monzo-to-monzo-payments-work,monzo.com,/blog/2018/04/05/how-monzo-to-monzo-payments-work,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/04/12/transaction-tags,monzo.com,/blog/2018/04/12/transaction-tags,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/04/18/payment-reactions,monzo.com,/blog/2018/04/18/payment-reactions,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/04/25/switch-to-monzo,monzo.com,/blog/2018/04/25/switch-to-monzo,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/04/27/backend-engineer-bonus,monzo.com,/blog/2018/04/27/backend-engineer-bonus,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/04/27/introducing-monzo-labs,monzo.com,/blog/2018/04/27/introducing-monzo-labs,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/04/30/switching-bank-accounts-overdraft,monzo.com,/blog/2018/04/30/switching-bank-accounts-overdraft,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/05/04/may-update,monzo.com,/blog/2018/05/04/may-update,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
https://monzo.com/blog/2018/05/09/new-categories,monzo.com,/blog/2018/05/09/new-categories,blog,False,https://monzo.com/gb-sitemap.xml,2026-08-16T18:47:09.246728+00:00
